cod_municipio,municipio,uf,data_competencia,ano,mes,internacoes
350710,BOM JESUS DOS PERDOES,SP,2025-07-01,2025,7,21
350710,BOM JESUS DOS PERDOES,SP,2025-08-01,2025,8,24
350710,BOM JESUS DOS PERDOES,SP,2025-09-01,2025,9,13
350710,BOM JESUS DOS PERDOES,SP,2025-10-01,2025,10,14
350710,BOM JESUS DOS PERDOES,SP,2025-11-01,2025,11,16
350710,BOM JESUS DOS PERDOES,SP,2025-12-01,2025,12,18
350740,BORBOREMA,SP,2025-01-01,2025,1,60
350740,BORBOREMA,SP,2025-02-01,2025,2,68
350740,BORBOREMA,SP,2025-03-01,2025,3,74
350740,BORBOREMA,SP,2025-04-01,2025,4,83
350740,BORBOREMA,SP,2025-05-01,2025,5,66
350740,BORBOREMA,SP,2025-06-01,2025,6,73
350740,BORBOREMA,SP,2025-07-01,2025,7,64
350740,BORBOREMA,SP,2025-08-01,2025,8,76
350740,BORBOREMA,SP,2025-09-01,2025,9,75
350740,BORBOREMA,SP,2025-10-01,2025,10,66
350740,BORBOREMA,SP,2025-11-01,2025,11,83
350740,BORBOREMA,SP,2025-12-01,2025,12,90
350750,BOTUCATU,SP,2025-01-01,2025,1,2360
350750,BOTUCATU,SP,2025-02-01,2025,2,2300
350750,BOTUCATU,SP,2025-03-01,2025,3,2371
350750,BOTUCATU,SP,2025-04-01,2025,4,2164
350750,BOTUCATU,SP,2025-05-01,2025,5,2773
350750,BOTUCATU,SP,2025-06-01,2025,6,2423
350750,BOTUCATU,SP,2025-07-01,2025,7,2518
350750,BOTUCATU,SP,2025-08-01,2025,8,2641
350750,BOTUCATU,SP,2025-09-01,2025,9,2532
350750,BOTUCATU,SP,2025-10-01,2025,10,2651
350750,BOTUCATU,SP,2025-11-01,2025,11,2629
350750,BOTUCATU,SP,2025-12-01,2025,12,2437
350760,BRAGANCA PAULISTA,SP,2025-01-01,2025,1,1587
350760,BRAGANCA PAULISTA,SP,2025-02-01,2025,2,1515
350760,BRAGANCA PAULISTA,SP,2025-03-01,2025,3,1590
350760,BRAGANCA PAULISTA,SP,2025-04-01,2025,4,1507
350760,BRAGANCA PAULISTA,SP,2025-05-01,2025,5,1616
350760,BRAGANCA PAULISTA,SP,2025-06-01,2025,6,1473
350760,BRAGANCA PAULISTA,SP,2025-07-01,2025,7,1656
350760,BRAGANCA PAULISTA,SP,2025-08-01,2025,8,1576
350760,BRAGANCA PAULISTA,SP,2025-09-01,2025,9,1635
350760,BRAGANCA PAULISTA,SP,2025-10-01,2025,10,1522
350760,BRAGANCA PAULISTA,SP,2025-11-01,2025,11,1449
350760,BRAGANCA PAULISTA,SP,2025-12-01,2025,12,1310
350790,BROTAS,SP,2025-01-01,2025,1,47
350790,BROTAS,SP,2025-02-01,2025,2,62
350790,BROTAS,SP,2025-03-01,2025,3,64
350790,BROTAS,SP,2025-04-01,2025,4,78
350790,BROTAS,SP,2025-05-01,2025,5,84
350790,BROTAS,SP,2025-06-01,2025,6,80
350790,BROTAS,SP,2025-07-01,2025,7,71
350790,BROTAS,SP,2025-08-01,2025,8,64
350790,BROTAS,SP,2025-09-01,2025,9,56
350790,BROTAS,SP,2025-10-01,2025,10,49
350790,BROTAS,SP,2025-11-01,2025,11,43
350790,BROTAS,SP,2025-12-01,2025,12,52
350810,BURITAMA,SP,2025-01-01,2025,1,69
350810,BURITAMA,SP,2025-02-01,2025,2,100
350810,BURITAMA,SP,2025-03-01,2025,3,99
350810,BURITAMA,SP,2025-04-01,2025,4,105
350810,BURITAMA,SP,2025-05-01,2025,5,116
350810,BURITAMA,SP,2025-06-01,2025,6,101
350810,BURITAMA,SP,2025-07-01,2025,7,115
350810,BURITAMA,SP,2025-08-01,2025,8,134
350810,BURITAMA,SP,2025-09-01,2025,9,119
350810,BURITAMA,SP,2025-10-01,2025,10,152
350810,BURITAMA,SP,2025-11-01,2025,11,109
350810,BURITAMA,SP,2025-12-01,2025,12,120
350840,CABREUVA,SP,2025-01-01,2025,1,67
350840,CABREUVA,SP,2025-02-01,2025,2,64
350840,CABREUVA,SP,2025-03-01,2025,3,74
350840,CABREUVA,SP,2025-04-01,2025,4,57
350840,CABREUVA,SP,2025-05-01,2025,5,0
350840,CABREUVA,SP,2025-06-01,2025,6,93
350840,CABREUVA,SP,2025-07-01,2025,7,64
350840,CABREUVA,SP,2025-08-01,2025,8,29
350840,CABREUVA,SP,2025-09-01,2025,9,30
350840,CABREUVA,SP,2025-10-01,2025,10,0
350840,CABREUVA,SP,2025-11-01,2025,11,94
350840,CABREUVA,SP,2025-12-01,2025,12,233
350850,CACAPAVA,SP,2025-01-01,2025,1,299
350850,CACAPAVA,SP,2025-02-01,2025,2,142
350850,CACAPAVA,SP,2025-03-01,2025,3,198
350850,CACAPAVA,SP,2025-04-01,2025,4,131
350850,CACAPAVA,SP,2025-05-01,2025,5,59
350850,CACAPAVA,SP,2025-06-01,2025,6,293
350850,CACAPAVA,SP,2025-07-01,2025,7,305
350850,CACAPAVA,SP,2025-08-01,2025,8,549
350850,CACAPAVA,SP,2025-09-01,2025,9,386
350850,CACAPAVA,SP,2025-10-01,2025,10,300
350850,CACAPAVA,SP,2025-11-01,2025,11,325
350850,CACAPAVA,SP,2025-12-01,2025,12,266
350870,CACONDE,SP,2025-01-01,2025,1,87
350870,CACONDE,SP,2025-02-01,2025,2,101
350870,CACONDE,SP,2025-03-01,2025,3,143
350870,CACONDE,SP,2025-04-01,2025,4,154
350870,CACONDE,SP,2025-05-01,2025,5,205
350870,CACONDE,SP,2025-06-01,2025,6,109
350870,CACONDE,SP,2025-07-01,2025,7,186
350870,CACONDE,SP,2025-08-01,2025,8,177
350870,CACONDE,SP,2025-09-01,2025,9,188
350870,CACONDE,SP,2025-10-01,2025,10,165
350870,CACONDE,SP,2025-11-01,2025,11,173
350870,CACONDE,SP,2025-12-01,2025,12,124
350880,CAFELANDIA,SP,2025-01-01,2025,1,99
350880,CAFELANDIA,SP,2025-02-01,2025,2,98
350880,CAFELANDIA,SP,2025-03-01,2025,3,95
350880,CAFELANDIA,SP,2025-04-01,2025,4,103
350880,CAFELANDIA,SP,2025-05-01,2025,5,94
350880,CAFELANDIA,SP,2025-06-01,2025,6,89
350880,CAFELANDIA,SP,2025-07-01,2025,7,95
350880,CAFELANDIA,SP,2025-08-01,2025,8,88
350880,CAFELANDIA,SP,2025-09-01,2025,9,71
350880,CAFELANDIA,SP,2025-10-01,2025,10,60
350880,CAFELANDIA,SP,2025-11-01,2025,11,78
350880,CAFELANDIA,SP,2025-12-01,2025,12,65
350900,CAIEIRAS,SP,2025-01-01,2025,1,264
350900,CAIEIRAS,SP,2025-02-01,2025,2,435
350900,CAIEIRAS,SP,2025-03-01,2025,3,416
350900,CAIEIRAS,SP,2025-04-01,2025,4,396
350900,CAIEIRAS,SP,2025-05-01,2025,5,409
350900,CAIEIRAS,SP,2025-06-01,2025,6,358
350900,CAIEIRAS,SP,2025-07-01,2025,7,426
350900,CAIEIRAS,SP,2025-08-01,2025,8,438
350900,CAIEIRAS,SP,2025-09-01,2025,9,389
350900,CAIEIRAS,SP,2025-10-01,2025,10,402
350900,CAIEIRAS,SP,2025-11-01,2025,11,361
350900,CAIEIRAS,SP,2025-12-01,2025,12,419
350920,CAJAMAR,SP,2025-01-01,2025,1,230
350920,CAJAMAR,SP,2025-02-01,2025,2,297
350920,CAJAMAR,SP,2025-03-01,2025,3,330
350920,CAJAMAR,SP,2025-04-01,2025,4,283
350920,CAJAMAR,SP,2025-05-01,2025,5,348
350920,CAJAMAR,SP,2025-06-01,2025,6,303
350920,CAJAMAR,SP,2025-07-01,2025,7,233
350920,CAJAMAR,SP,2025-08-01,2025,8,256
350920,CAJAMAR,SP,2025-09-01,2025,9,304
350920,CAJAMAR,SP,2025-10-01,2025,10,250
350920,CAJAMAR,SP,2025-11-01,2025,11,300
350920,CAJAMAR,SP,2025-12-01,2025,12,306
350930,CAJOBI,SP,2025-01-01,2025,1,35
350930,CAJOBI,SP,2025-02-01,2025,2,54
350930,CAJOBI,SP,2025-03-01,2025,3,59
350930,CAJOBI,SP,2025-04-01,2025,4,35
350930,CAJOBI,SP,2025-05-01,2025,5,63
350930,CAJOBI,SP,2025-06-01,2025,6,63
350930,CAJOBI,SP,2025-07-01,2025,7,49
350930,CAJOBI,SP,2025-08-01,2025,8,50
350930,CAJOBI,SP,2025-09-01,2025,9,47
350930,CAJOBI,SP,2025-10-01,2025,10,42
350930,CAJOBI,SP,2025-11-01,2025,11,31
350930,CAJOBI,SP,2025-12-01,2025,12,28
350940,CAJURU,SP,2025-01-01,2025,1,310
350940,CAJURU,SP,2025-02-01,2025,2,330
350940,CAJURU,SP,2025-03-01,2025,3,297
350940,CAJURU,SP,2025-04-01,2025,4,297
350940,CAJURU,SP,2025-05-01,2025,5,323
350940,CAJURU,SP,2025-06-01,2025,6,301
350940,CAJURU,SP,2025-07-01,2025,7,290
350940,CAJURU,SP,2025-08-01,2025,8,300
350940,CAJURU,SP,2025-09-01,2025,9,274
350940,CAJURU,SP,2025-10-01,2025,10,278
350940,CAJURU,SP,2025-11-01,2025,11,250
350940,CAJURU,SP,2025-12-01,2025,12,249
350950,CAMPINAS,SP,2025-01-01,2025,1,7606
350950,CAMPINAS,SP,2025-02-01,2025,2,7391
350950,CAMPINAS,SP,2025-03-01,2025,3,6941
350950,CAMPINAS,SP,2025-04-01,2025,4,7103
350950,CAMPINAS,SP,2025-05-01,2025,5,8053
350950,CAMPINAS,SP,2025-06-01,2025,6,7098
350950,CAMPINAS,SP,2025-07-01,2025,7,7881
350950,CAMPINAS,SP,2025-08-01,2025,8,7375
350950,CAMPINAS,SP,2025-09-01,2025,9,7786
350950,CAMPINAS,SP,2025-10-01,2025,10,7808
350950,CAMPINAS,SP,2025-11-01,2025,11,7442
350950,CAMPINAS,SP,2025-12-01,2025,12,6507
350960,CAMPO LIMPO PAULISTA,SP,2025-01-01,2025,1,368
350960,CAMPO LIMPO PAULISTA,SP,2025-02-01,2025,2,355
350960,CAMPO LIMPO PAULISTA,SP,2025-03-01,2025,3,406
350960,CAMPO LIMPO PAULISTA,SP,2025-04-01,2025,4,363
350960,CAMPO LIMPO PAULISTA,SP,2025-05-01,2025,5,369
350960,CAMPO LIMPO PAULISTA,SP,2025-06-01,2025,6,291
350960,CAMPO LIMPO PAULISTA,SP,2025-07-01,2025,7,362
350960,CAMPO LIMPO PAULISTA,SP,2025-08-01,2025,8,307
350960,CAMPO LIMPO PAULISTA,SP,2025-09-01,2025,9,317
350960,CAMPO LIMPO PAULISTA,SP,2025-10-01,2025,10,344
350960,CAMPO LIMPO PAULISTA,SP,2025-11-01,2025,11,300
350960,CAMPO LIMPO PAULISTA,SP,2025-12-01,2025,12,353
350970,CAMPOS DO JORDAO,SP,2025-01-01,2025,1,227
350970,CAMPOS DO JORDAO,SP,2025-02-01,2025,2,238
350970,CAMPOS DO JORDAO,SP,2025-03-01,2025,3,264
350970,CAMPOS DO JORDAO,SP,2025-04-01,2025,4,230
350970,CAMPOS DO JORDAO,SP,2025-05-01,2025,5,224
350970,CAMPOS DO JORDAO,SP,2025-06-01,2025,6,223
350970,CAMPOS DO JORDAO,SP,2025-07-01,2025,7,240
350970,CAMPOS DO JORDAO,SP,2025-08-01,2025,8,252
350970,CAMPOS DO JORDAO,SP,2025-09-01,2025,9,212
350970,CAMPOS DO JORDAO,SP,2025-10-01,2025,10,236
350970,CAMPOS DO JORDAO,SP,2025-11-01,2025,11,235
350970,CAMPOS DO JORDAO,SP,2025-12-01,2025,12,214
351000,CANDIDO MOTA,SP,2025-01-01,2025,1,159
351000,CANDIDO MOTA,SP,2025-02-01,2025,2,198
351000,CANDIDO MOTA,SP,2025-03-01,2025,3,213
351000,CANDIDO MOTA,SP,2025-04-01,2025,4,190
351000,CANDIDO MOTA,SP,2025-05-01,2025,5,197
351000,CANDIDO MOTA,SP,2025-06-01,2025,6,204
351000,CANDIDO MOTA,SP,2025-07-01,2025,7,232
351000,CANDIDO MOTA,SP,2025-08-01,2025,8,167
351000,CANDIDO MOTA,SP,2025-09-01,2025,9,259
351000,CANDIDO MOTA,SP,2025-10-01,2025,10,201
351000,CANDIDO MOTA,SP,2025-11-01,2025,11,172
351000,CANDIDO MOTA,SP,2025-12-01,2025,12,173
351020,CAPAO BONITO,SP,2025-01-01,2025,1,186
351020,CAPAO BONITO,SP,2025-02-01,2025,2,197
351020,CAPAO BONITO,SP,2025-03-01,2025,3,235
351020,CAPAO BONITO,SP,2025-04-01,2025,4,233
351020,CAPAO BONITO,SP,2025-05-01,2025,5,247
351020,CAPAO BONITO,SP,2025-06-01,2025,6,270
351020,CAPAO BONITO,SP,2025-07-01,2025,7,260
351020,CAPAO BONITO,SP,2025-08-01,2025,8,234
351020,CAPAO BONITO,SP,2025-09-01,2025,9,249
351020,CAPAO BONITO,SP,2025-10-01,2025,10,258
351020,CAPAO BONITO,SP,2025-11-01,2025,11,229
351020,CAPAO BONITO,SP,2025-12-01,2025,12,267
351040,CAPIVARI,SP,2025-01-01,2025,1,221
351040,CAPIVARI,SP,2025-02-01,2025,2,151
351040,CAPIVARI,SP,2025-03-01,2025,3,266
351040,CAPIVARI,SP,2025-04-01,2025,4,254
351040,CAPIVARI,SP,2025-05-01,2025,5,190
351040,CAPIVARI,SP,2025-06-01,2025,6,185
351040,CAPIVARI,SP,2025-07-01,2025,7,234
351040,CAPIVARI,SP,2025-08-01,2025,8,264
351040,CAPIVARI,SP,2025-09-01,2025,9,223
351040,CAPIVARI,SP,2025-10-01,2025,10,316
351040,CAPIVARI,SP,2025-11-01,2025,11,186
351040,CAPIVARI,SP,2025-12-01,2025,12,206
351050,CARAGUATATUBA,SP,2025-01-01,2025,1,1841
351050,CARAGUATATUBA,SP,2025-02-01,2025,2,1777
351050,CARAGUATATUBA,SP,2025-03-01,2025,3,1951
351050,CARAGUATATUBA,SP,2025-04-01,2025,4,1916
351050,CARAGUATATUBA,SP,2025-05-01,2025,5,2031
351050,CARAGUATATUBA,SP,2025-06-01,2025,6,1918
351050,CARAGUATATUBA,SP,2025-07-01,2025,7,1879
351050,CARAGUATATUBA,SP,2025-08-01,2025,8,2106
351050,CARAGUATATUBA,SP,2025-09-01,2025,9,1874
351050,CARAGUATATUBA,SP,2025-10-01,2025,10,2170
351050,CARAGUATATUBA,SP,2025-11-01,2025,11,1973
351050,CARAGUATATUBA,SP,2025-12-01,2025,12,1788
351060,CARAPICUIBA,SP,2025-01-01,2025,1,1518
351060,CARAPICUIBA,SP,2025-02-01,2025,2,1566
351060,CARAPICUIBA,SP,2025-03-01,2025,3,1636
351060,CARAPICUIBA,SP,2025-04-01,2025,4,1585
351060,CARAPICUIBA,SP,2025-05-01,2025,5,1585
351060,CARAPICUIBA,SP,2025-06-01,2025,6,1453
351060,CARAPICUIBA,SP,2025-07-01,2025,7,1486
351060,CARAPICUIBA,SP,2025-08-01,2025,8,1382
351060,CARAPICUIBA,SP,2025-09-01,2025,9,791
351060,CARAPICUIBA,SP,2025-10-01,2025,10,1667
351060,CARAPICUIBA,SP,2025-11-01,2025,11,1325
351060,CARAPICUIBA,SP,2025-12-01,2025,12,1456
351070,CARDOSO,SP,2025-01-01,2025,1,29
351070,CARDOSO,SP,2025-02-01,2025,2,58
351070,CARDOSO,SP,2025-03-01,2025,3,49
351070,CARDOSO,SP,2025-04-01,2025,4,39
351070,CARDOSO,SP,2025-05-01,2025,5,56
351070,CARDOSO,SP,2025-06-01,2025,6,44
351070,CARDOSO,SP,2025-07-01,2025,7,37
351070,CARDOSO,SP,2025-08-01,2025,8,30
351070,CARDOSO,SP,2025-09-01,2025,9,46
351070,CARDOSO,SP,2025-10-01,2025,10,35
351070,CARDOSO,SP,2025-11-01,2025,11,39
351070,CARDOSO,SP,2025-12-01,2025,12,32
351080,CASA BRANCA,SP,2025-01-01,2025,1,163
351080,CASA BRANCA,SP,2025-02-01,2025,2,128
351080,CASA BRANCA,SP,2025-03-01,2025,3,199
351080,CASA BRANCA,SP,2025-04-01,2025,4,211
351080,CASA BRANCA,SP,2025-05-01,2025,5,201
351080,CASA BRANCA,SP,2025-06-01,2025,6,200
351080,CASA BRANCA,SP,2025-07-01,2025,7,230
351080,CASA BRANCA,SP,2025-08-01,2025,8,197
351080,CASA BRANCA,SP,2025-09-01,2025,9,189
351080,CASA BRANCA,SP,2025-10-01,2025,10,226
351080,CASA BRANCA,SP,2025-11-01,2025,11,190
351080,CASA BRANCA,SP,2025-12-01,2025,12,211
351100,CASTILHO,SP,2025-01-01,2025,1,108
351100,CASTILHO,SP,2025-02-01,2025,2,104
351100,CASTILHO,SP,2025-03-01,2025,3,109
351100,CASTILHO,SP,2025-04-01,2025,4,99
351100,CASTILHO,SP,2025-05-01,2025,5,110
351100,CASTILHO,SP,2025-06-01,2025,6,95
351100,CASTILHO,SP,2025-07-01,2025,7,78
351100,CASTILHO,SP,2025-08-01,2025,8,122
351100,CASTILHO,SP,2025-09-01,2025,9,92
351100,CASTILHO,SP,2025-10-01,2025,10,121
351100,CASTILHO,SP,2025-11-01,2025,11,84
351100,CASTILHO,SP,2025-12-01,2025,12,75
351110,CATANDUVA,SP,2025-01-01,2025,1,1277
351110,CATANDUVA,SP,2025-02-01,2025,2,1532
351110,CATANDUVA,SP,2025-03-01,2025,3,1785
351110,CATANDUVA,SP,2025-04-01,2025,4,1554
351110,CATANDUVA,SP,2025-05-01,2025,5,1566
351110,CATANDUVA,SP,2025-06-01,2025,6,1539
351110,CATANDUVA,SP,2025-07-01,2025,7,1576
351110,CATANDUVA,SP,2025-08-01,2025,8,1514
351110,CATANDUVA,SP,2025-09-01,2025,9,1635
351110,CATANDUVA,SP,2025-10-01,2025,10,1579
351110,CATANDUVA,SP,2025-11-01,2025,11,1259
351110,CATANDUVA,SP,2025-12-01,2025,12,1647
351140,CERQUEIRA CESAR,SP,2025-01-01,2025,1,124
351140,CERQUEIRA CESAR,SP,2025-02-01,2025,2,131
351140,CERQUEIRA CESAR,SP,2025-03-01,2025,3,158
351140,CERQUEIRA CESAR,SP,2025-04-01,2025,4,163
351140,CERQUEIRA CESAR,SP,2025-05-01,2025,5,143
351140,CERQUEIRA CESAR,SP,2025-06-01,2025,6,166
351140,CERQUEIRA CESAR,SP,2025-07-01,2025,7,149
351140,CERQUEIRA CESAR,SP,2025-08-01,2025,8,132
351140,CERQUEIRA CESAR,SP,2025-09-01,2025,9,127
351140,CERQUEIRA CESAR,SP,2025-10-01,2025,10,147
351140,CERQUEIRA CESAR,SP,2025-11-01,2025,11,106
351140,CERQUEIRA CESAR,SP,2025-12-01,2025,12,126
351150,CERQUILHO,SP,2025-01-01,2025,1,50
351150,CERQUILHO,SP,2025-02-01,2025,2,50
351150,CERQUILHO,SP,2025-03-01,2025,3,62
351150,CERQUILHO,SP,2025-04-01,2025,4,33
351150,CERQUILHO,SP,2025-05-01,2025,5,47
351150,CERQUILHO,SP,2025-06-01,2025,6,138
351150,CERQUILHO,SP,2025-07-01,2025,7,28
351150,CERQUILHO,SP,2025-08-01,2025,8,69
351150,CERQUILHO,SP,2025-09-01,2025,9,90
351150,CERQUILHO,SP,2025-10-01,2025,10,51
351150,CERQUILHO,SP,2025-11-01,2025,11,151
351150,CERQUILHO,SP,2025-12-01,2025,12,99
351160,CESARIO LANGE,SP,2025-01-01,2025,1,28
351160,CESARIO LANGE,SP,2025-02-01,2025,2,48
351160,CESARIO LANGE,SP,2025-03-01,2025,3,27
351160,CESARIO LANGE,SP,2025-04-01,2025,4,27
351160,CESARIO LANGE,SP,2025-05-01,2025,5,54
351160,CESARIO LANGE,SP,2025-06-01,2025,6,58
351160,CESARIO LANGE,SP,2025-07-01,2025,7,45
351160,CESARIO LANGE,SP,2025-08-01,2025,8,42
351160,CESARIO LANGE,SP,2025-09-01,2025,9,46
351160,CESARIO LANGE,SP,2025-10-01,2025,10,50
351160,CESARIO LANGE,SP,2025-11-01,2025,11,55
351160,CESARIO LANGE,SP,2025-12-01,2025,12,44
351170,CHARQUEADA,SP,2025-01-01,2025,1,22
351170,CHARQUEADA,SP,2025-02-01,2025,2,19
351170,CHARQUEADA,SP,2025-03-01,2025,3,24
351170,CHARQUEADA,SP,2025-04-01,2025,4,17
351170,CHARQUEADA,SP,2025-05-01,2025,5,27
351170,CHARQUEADA,SP,2025-06-01,2025,6,27
351170,CHARQUEADA,SP,2025-07-01,2025,7,36
351170,CHARQUEADA,SP,2025-08-01,2025,8,27
351170,CHARQUEADA,SP,2025-09-01,2025,9,26
351170,CHARQUEADA,SP,2025-10-01,2025,10,18
351170,CHARQUEADA,SP,2025-11-01,2025,11,27
351170,CHARQUEADA,SP,2025-12-01,2025,12,23
351190,CLEMENTINA,SP,2025-01-01,2025,1,27
351190,CLEMENTINA,SP,2025-02-01,2025,2,31
351190,CLEMENTINA,SP,2025-03-01,2025,3,22
351190,CLEMENTINA,SP,2025-04-01,2025,4,21
351190,CLEMENTINA,SP,2025-05-01,2025,5,39
351190,CLEMENTINA,SP,2025-06-01,2025,6,34
351190,CLEMENTINA,SP,2025-07-01,2025,7,25
351190,CLEMENTINA,SP,2025-08-01,2025,8,14
351190,CLEMENTINA,SP,2025-09-01,2025,9,24
351190,CLEMENTINA,SP,2025-10-01,2025,10,27
351190,CLEMENTINA,SP,2025-11-01,2025,11,16
351190,CLEMENTINA,SP,2025-12-01,2025,12,14
351200,COLINA,SP,2025-01-01,2025,1,76
351200,COLINA,SP,2025-02-01,2025,2,89
351200,COLINA,SP,2025-03-01,2025,3,92
351200,COLINA,SP,2025-04-01,2025,4,98
351200,COLINA,SP,2025-05-01,2025,5,102
351200,COLINA,SP,2025-06-01,2025,6,83
351200,COLINA,SP,2025-07-01,2025,7,97
351200,COLINA,SP,2025-08-01,2025,8,84
351200,COLINA,SP,2025-09-01,2025,9,88
351200,COLINA,SP,2025-10-01,2025,10,114
351200,COLINA,SP,2025-11-01,2025,11,72
351200,COLINA,SP,2025-12-01,2025,12,81
351210,COLOMBIA,SP,2025-01-01,2025,1,4
351210,COLOMBIA,SP,2025-02-01,2025,2,2
351210,COLOMBIA,SP,2025-03-01,2025,3,2
351210,COLOMBIA,SP,2025-04-01,2025,4,3
351210,COLOMBIA,SP,2025-05-01,2025,5,2
351210,COLOMBIA,SP,2025-06-01,2025,6,0
351210,COLOMBIA,SP,2025-07-01,2025,7,6
351210,COLOMBIA,SP,2025-08-01,2025,8,3
351210,COLOMBIA,SP,2025-09-01,2025,9,3
351210,COLOMBIA,SP,2025-10-01,2025,10,1
351210,COLOMBIA,SP,2025-11-01,2025,11,6
351210,COLOMBIA,SP,2025-12-01,2025,12,3
351220,CONCHAL,SP,2025-01-01,2025,1,130
351220,CONCHAL,SP,2025-02-01,2025,2,155
351220,CONCHAL,SP,2025-03-01,2025,3,179
351220,CONCHAL,SP,2025-04-01,2025,4,198
351220,CONCHAL,SP,2025-05-01,2025,5,202
351220,CONCHAL,SP,2025-06-01,2025,6,207
351220,CONCHAL,SP,2025-07-01,2025,7,192
351220,CONCHAL,SP,2025-08-01,2025,8,218
351220,CONCHAL,SP,2025-09-01,2025,9,185
351220,CONCHAL,SP,2025-10-01,2025,10,318
351220,CONCHAL,SP,2025-11-01,2025,11,333
351220,CONCHAL,SP,2025-12-01,2025,12,233
351230,CONCHAS,SP,2025-01-01,2025,1,43
351230,CONCHAS,SP,2025-02-01,2025,2,54
351230,CONCHAS,SP,2025-03-01,2025,3,54
351230,CONCHAS,SP,2025-04-01,2025,4,32
351230,CONCHAS,SP,2025-05-01,2025,5,24
351230,CONCHAS,SP,2025-06-01,2025,6,32
351230,CONCHAS,SP,2025-07-01,2025,7,36
351230,CONCHAS,SP,2025-08-01,2025,8,24
351230,CONCHAS,SP,2025-09-01,2025,9,24
351230,CONCHAS,SP,2025-10-01,2025,10,21
351230,CONCHAS,SP,2025-11-01,2025,11,20
351230,CONCHAS,SP,2025-12-01,2025,12,16
351280,COSMOPOLIS,SP,2025-01-01,2025,1,144
351280,COSMOPOLIS,SP,2025-02-01,2025,2,125
351280,COSMOPOLIS,SP,2025-03-01,2025,3,146
351280,COSMOPOLIS,SP,2025-04-01,2025,4,159
351280,COSMOPOLIS,SP,2025-05-01,2025,5,148
351280,COSMOPOLIS,SP,2025-06-01,2025,6,153
351280,COSMOPOLIS,SP,2025-07-01,2025,7,138
351280,COSMOPOLIS,SP,2025-08-01,2025,8,179
351280,COSMOPOLIS,SP,2025-09-01,2025,9,152
351280,COSMOPOLIS,SP,2025-10-01,2025,10,140
351280,COSMOPOLIS,SP,2025-11-01,2025,11,160
351280,COSMOPOLIS,SP,2025-12-01,2025,12,154
351300,COTIA,SP,2025-01-01,2025,1,1135
351300,COTIA,SP,2025-02-01,2025,2,1090
351300,COTIA,SP,2025-03-01,2025,3,1158
351300,COTIA,SP,2025-04-01,2025,4,1110
351300,COTIA,SP,2025-05-01,2025,5,1212
351300,COTIA,SP,2025-06-01,2025,6,1187
351300,COTIA,SP,2025-07-01,2025,7,1104
351300,COTIA,SP,2025-08-01,2025,8,1187
351300,COTIA,SP,2025-09-01,2025,9,768
351300,COTIA,SP,2025-10-01,2025,10,1413
351300,COTIA,SP,2025-11-01,2025,11,1025
351300,COTIA,SP,2025-12-01,2025,12,1195
351310,CRAVINHOS,SP,2025-01-01,2025,1,32
351310,CRAVINHOS,SP,2025-02-01,2025,2,26
351310,CRAVINHOS,SP,2025-03-01,2025,3,26
351310,CRAVINHOS,SP,2025-04-01,2025,4,38
351310,CRAVINHOS,SP,2025-05-01,2025,5,38
351310,CRAVINHOS,SP,2025-06-01,2025,6,31
351310,CRAVINHOS,SP,2025-07-01,2025,7,33
351310,CRAVINHOS,SP,2025-08-01,2025,8,30
351310,CRAVINHOS,SP,2025-09-01,2025,9,36
351310,CRAVINHOS,SP,2025-10-01,2025,10,32
351310,CRAVINHOS,SP,2025-11-01,2025,11,19
351310,CRAVINHOS,SP,2025-12-01,2025,12,15
351340,CRUZEIRO,SP,2025-01-01,2025,1,425
351340,CRUZEIRO,SP,2025-02-01,2025,2,457
351340,CRUZEIRO,SP,2025-03-01,2025,3,488
351340,CRUZEIRO,SP,2025-04-01,2025,4,512
351340,CRUZEIRO,SP,2025-05-01,2025,5,524
351340,CRUZEIRO,SP,2025-06-01,2025,6,530
351340,CRUZEIRO,SP,2025-07-01,2025,7,454
351340,CRUZEIRO,SP,2025-08-01,2025,8,485
351340,CRUZEIRO,SP,2025-09-01,2025,9,443
351340,CRUZEIRO,SP,2025-10-01,2025,10,482
351340,CRUZEIRO,SP,2025-11-01,2025,11,457
351340,CRUZEIRO,SP,2025-12-01,2025,12,499
351350,CUBATAO,SP,2025-01-01,2025,1,520
351350,CUBATAO,SP,2025-02-01,2025,2,459
351350,CUBATAO,SP,2025-03-01,2025,3,529
351350,CUBATAO,SP,2025-04-01,2025,4,507
351350,CUBATAO,SP,2025-05-01,2025,5,578
351350,CUBATAO,SP,2025-06-01,2025,6,576
351350,CUBATAO,SP,2025-07-01,2025,7,558
351350,CUBATAO,SP,2025-08-01,2025,8,539
351350,CUBATAO,SP,2025-09-01,2025,9,565
351350,CUBATAO,SP,2025-10-01,2025,10,575
351350,CUBATAO,SP,2025-11-01,2025,11,547
351350,CUBATAO,SP,2025-12-01,2025,12,583
351360,CUNHA,SP,2025-01-01,2025,1,112
351360,CUNHA,SP,2025-02-01,2025,2,123
351360,CUNHA,SP,2025-03-01,2025,3,105
351360,CUNHA,SP,2025-04-01,2025,4,118
351360,CUNHA,SP,2025-05-01,2025,5,125
351360,CUNHA,SP,2025-06-01,2025,6,140
351360,CUNHA,SP,2025-07-01,2025,7,122
351360,CUNHA,SP,2025-08-01,2025,8,116
351360,CUNHA,SP,2025-09-01,2025,9,110
